,index,prompt,class,environment,weather,amount
213,213,"Two cars in an industrial area during a storm. The colors of the cars are rusty and dull. The rain is pouring down in sheets, creating a loud rhythm on the metal roofs of the factories in the background. The air is",car,industrial_area,stormy,Two
214,214,"Three cars in an industrial area during a storm. The color of the cars vary from rusty red to dull gray. The rain pelts down in sheets, obscuring the view of the cars' details. The wind howls, causing the cars",car,industrial_area,stormy,Three
215,215,"

A red car submerged in a flooded industrial area during a storm.
A rusted blue car abandoned in the stormy industrial area.
A yellow school bus overturned in the stormy industrial area with a car nearby",car,industrial_area,stormy,Multiple
216,216,"

A red car, idling in an industrial area, surrounded by towering steel structures. Snowflakes gently fall from the gray sky, blanketing the ground and the car's metallic surface.",car,industrial_area,snowy,Single
217,217,"Two cars in an industrial area, covered in snow.",car,industrial_area,snowy,Two
218,218,"Three cars in an industrial area, coated in frost and snow.",car,industrial_area,snowy,Three
219,219,"

A red car, covered in snow, abandoned in an industrial area.
A blue car, skidding on an icy road in the industrial area during a snowstorm.
A rusted yellow car, parked in the industrial area under",car,industrial_area,snowy,Multiple
220,220,"

A single car, shrouded in fog, in the industrial area. The vehicle's color is a muted gray, barely visible through the thick mist. The headlights pierce the fog, casting an eerie glow on the",car,industrial_area,foggy,Single
221,221,"

Two cars, gray and rusted, in an industrial area shrouded in fog.",car,industrial_area,foggy,Two
222,222,Three rusted cars in an industrial area shrouded in fog.,car,industrial_area,foggy,Three
223,223,"

A foggy industrial area with a rusted car half-hidden in the mist. The car's metallic surface reflects the dim light, creating an eerie glow. The fog clings to the car's contours, giving",car,industrial_area,foggy,Multiple
224,224,"

A red car with dusty tires stands abandoned in the industrial area, weathered by the wind. The car's metallic surface is scratched and rusted, its windows shattered. The wind whips through the area,",car,industrial_area,windy,Single
225,225,"Two cars in an industrial area, weather: windy.",car,industrial_area,windy,Two
226,226,Three rusted cars in an industrial area under a windy sky.,car,industrial_area,windy,Three
227,227,"

A rusted car body lies abandoned in the industrial area, its paint chipped and faded under the influence of the wind. The tires are flat, and the engine is long gone. The car is surrounded by towering metal structures, their",car,industrial_area,windy,Multiple
228,228,"

Clear day in the industrial area. A single car, metallic blue, parked near a large concrete building.",car,industrial_area,clear,Single
229,229,Two cars in the industrial area with clear weather.,car,industrial_area,clear,Two
230,230,Three rusted cars in an industrial area with clear skies.,car,industrial_area,clear,Three
231,231,"

Clear weather in the industrial area. A red car with chrome accents sits idle on a concrete lot, surrounded by tall, gray buildings. A blue car with white stripes is parked next to it, casting a faint reflection on the",car,industrial_area,clear,Multiple
232,232,"

A red car with rusted edges, idling in the dimly lit industrial area. The air was thick with the scent of oil and dampness. The rain fell in gentle drizzles, each drop hitting the car's wind",car,industrial_area,drizzle,Single
233,233,"

Two cars, rusted and weathered, in an industrial area under a drizzle. The rainwater collected in puddles on the ground, reflecting the dim light from the nearby factories. The cars' colors were faded",car,industrial_area,drizzle,Two
234,234,Three rusted cars in an industrial area under a drizzle.,car,industrial_area,drizzle,Three
235,235,"

A rusted car, abandoned in the industrial area, under the dull gray sky during a drizzle. The car's once bright red paint was now faded and dull, with water droplets forming on its surface, creating temporary",car,industrial_area,drizzle,Multiple
236,236,"

A red car, glistening with raindrops, parked in the dimly lit industrial area. The sound of rain pelting against the metal roof echoed through the space. A lone car, soaked and reflecting the",car,industrial_area,heavy_rain,Single
237,237,"Two rusted cars in an industrial area, shrouded in heavy rain.",car,industrial_area,heavy_rain,Two
238,238,"Three rusted cars in an industrial area, shrouded in heavy rain.",car,industrial_area,heavy_rain,Three
239,239,"

A red car submerged in a puddle, surrounded by rusting industrial machinery in heavy rain.
A blue car with shattered windows, abandoned in a dimly lit industrial area during a heavy rainstorm.
A yellow",car,industrial_area,heavy_rain,Multiple
240,240,"

A red sedan parked on the bustling business district street under the bright, sunny sky.",car,business_district,sunny,Single
241,241,"Two cars, red and blue, parked side by side in the business district under a sunny sky.",car,business_district,sunny,Two
242,242,"Three shiny cars parked in the bustling business district under a clear, sunny sky.",car,business_district,sunny,Three
243,243,"

A red sedan parked on the bustling business district street, under the clear, sunny sky. A shiny blue convertible with its top down, idling at the traffic light. A sleek black SUV, gleaming in the",car,business_district,sunny,Multiple
244,244,"

Car in the business district, cloudy weather. A sleek black sedan parked on the side of the road, its windows reflecting the gray sky and the raindrops that fell steadily. Across the street, a red convert",car,business_district,cloudy,Single
245,245,"

Two cars, identical in make and model, parked side by side in the business district under cloudy skies.",car,business_district,cloudy,Two
246,246,"Three cars in the business district, shrouded in cloudy weather.",car,business_district,cloudy,Three
247,247,"

Cloudy business district. A red sedan with shiny chrome details idles at a traffic light. A blue hatchback with faded paint parks next to a towering building. A black SUV with tinted windows sits in the shadow",car,business_district,cloudy,Multiple
248,248,"

A red sedan, glistening from the rain, idles at a red light in the bustling business district.",car,business_district,rainy,Single
249,249,"

Two cars, shiny and sleek, parked under the business district's awning. Rain pitter-patterers on the roof, creating a soothing rhythm. The cars' reflections shimmer in the puddles",car,business_district,rainy,Two
250,250,"Three cars in the business district, shimmering under the rainy gloom. A red sedan, a silver SUV, and a blue hatchback, their reflections distorted by the puddles on the wet asphalt.",car,business_district,rainy,Three
251,251,"

A red car with rain-splattered windows parked under a neon-lit awning in the business district.
A silver sedan submerged in a puddle, surrounded by puddles and slick roads in the",car,business_district,rainy,Multiple
252,252,"

A red sedan, glistening with raindrops, parked on a wet cobblestone street in the business district during a storm. A sleek black SUV, its windows steamed up, hides from the downpour",car,business_district,stormy,Single
253,253,"

Two cars, sleek and shiny despite the stormy weather, parked in the business district.",car,business_district,stormy,Two
254,254,"Three cars in a business district during a stormy weather. The color of the first car is silver, the second one is red, and the third one is black.",car,business_district,stormy,Three
255,255,"

A red sedan submerged in a flooded business district during a storm.
A silver SUV abandoned on a rain-slicked street amidst the business district's storm.
A yellow convertible overturned in",car,business_district,stormy,Multiple
256,256,"

A red sedan, glistening with fresh snow, idles at a traffic light in the business district.",car,business_district,snowy,Single
257,257,"

Two cars, identical, parked in the business district. Snowflakes gently falling, blanketing the ground around them in a pristine white layer.",car,business_district,snowy,Two
258,258,"Three cars in the business district, coated in a thick layer of snow.",car,business_district,snowy,Three
259,259,"

A red sedan parked on a snowy business district street, its tires crusted with ice. A silver SUV idling at a traffic light, steam rising from its hood. A blue hatchback buried up to its axles in",car,business_district,snowy,Multiple
260,260,"

A single car, shrouded in fog, in the bustling business district.",car,business_district,foggy,Single
261,261,"

Two cars, identical, in the business district, shrouded by fog.",car,business_district,foggy,Two
