,prompt,class,environment,weather,amount
327,"

Aeroplanes in a savanna with cloudy weather, multiple of one.",aeroplane,savanna,cloudy,Multiple
328,A single aeroplane in the savanna during rainy weather.,aeroplane,savanna,rainy,Single
329,Two aeroplanes in the savanna during rainy weather.,aeroplane,savanna,rainy,Two
330,Three aeroplanes in the savanna during rainy weather.,aeroplane,savanna,rainy,Three
331,"

Aeroplanes in a savanna during rainy weather.",aeroplane,savanna,rainy,Multiple
332,A single aeroplane in the savanna during a storm.,aeroplane,savanna,stormy,Single
333,Two aeroplanes in the savanna during a stormy weather.,aeroplane,savanna,stormy,Two
334,Three aeroplanes in the savanna amidst stormy weather.,aeroplane,savanna,stormy,Three
335,Multiple aeroplanes in the savanna during a stormy weather.,aeroplane,savanna,stormy,Multiple
336,A single aeroplane in the savanna amidst snowfall.,aeroplane,savanna,snowy,Single
337,Two aeroplanes in the savanna amidst snowfall.,aeroplane,savanna,snowy,Two
338,Three aeroplanes in the savanna amidst snowfall.,aeroplane,savanna,snowy,Three
339,"Aeroplanes in the savanna, covered in snow.",aeroplane,savanna,snowy,Multiple
340,A single aeroplane in the savanna with foggy weather.,aeroplane,savanna,foggy,Single
341,Two aeroplanes in the savanna shrouded in fog.,aeroplane,savanna,foggy,Two
342,Three aeroplanes in the savanna shrouded by fog.,aeroplane,savanna,foggy,Three
343,"

Aeroplanes in a savanna shrouded in fog, multiple.",aeroplane,savanna,foggy,Multiple
344,A single aeroplane in the savanna with windy weather.,aeroplane,savanna,windy,Single
345,Two aeroplanes in the savanna with windy weather.,aeroplane,savanna,windy,Two
346,Three aeroplanes in the savanna with windy weather.,aeroplane,savanna,windy,Three
347,Multiple aeroplanes in the savanna during a windy weather.,aeroplane,savanna,windy,Multiple
348,A single aeroplane in the savanna with clear weather.,aeroplane,savanna,clear,Single
349,Two aeroplanes in the savanna with clear weather.,aeroplane,savanna,clear,Two
350,Three aeroplanes in the savanna with clear weather.,aeroplane,savanna,clear,Three
351,Clear sky over savanna. Five aeroplanes parked on the grass.,aeroplane,savanna,clear,Multiple
352,A single aeroplane in the canyon on a sunny day.,aeroplane,canyon,sunny,Single
353,"Two aeroplanes in a canyon, sunny weather.",aeroplane,canyon,sunny,Two
354,Three aeroplanes in the canyon on a sunny day.,aeroplane,canyon,sunny,Three
355,"

Aeroplanes in a sunny canyon. Multiple of one.",aeroplane,canyon,sunny,Multiple
356,A single aeroplane in the canyon with cloudy weather.,aeroplane,canyon,cloudy,Single
357,Two aeroplanes in the canyon with cloudy weather.,aeroplane,canyon,cloudy,Two
358,Three aeroplanes in the canyon with cloudy weather.,aeroplane,canyon,cloudy,Three
359,"

Aeroplanes in a canyon with cloudy weather.",aeroplane,canyon,cloudy,Multiple
360,A single aeroplane in the canyon during rainy weather.,aeroplane,canyon,rainy,Single
361,Two aeroplanes in a canyon during rainy weather.,aeroplane,canyon,rainy,Two
362,Three aeroplanes in the canyon during rainy weather.,aeroplane,canyon,rainy,Three
363,"

Aeroplanes in a rainy canyon. Multiple of one.",aeroplane,canyon,rainy,Multiple
364,A single aeroplane in the canyon during a stormy weather.,aeroplane,canyon,stormy,Single
365,Two aeroplanes in the canyon during a stormy weather.,aeroplane,canyon,stormy,Two
366,Three aeroplanes in the canyon during a stormy weather.,aeroplane,canyon,stormy,Three
367,"

Aeroplanes in a canyon during a stormy weather.",aeroplane,canyon,stormy,Multiple
368,A single aeroplane in the snowy canyon.,aeroplane,canyon,snowy,Single
369,Two aeroplanes in a snowy canyon.,aeroplane,canyon,snowy,Two
370,Three aeroplanes in the snowy canyon.,aeroplane,canyon,snowy,Three
371,"

Aeroplanes in a snowy canyon.",aeroplane,canyon,snowy,Multiple
372,A single aeroplane in the canyon with foggy weather.,aeroplane,canyon,foggy,Single
373,Two aeroplanes in the canyon with foggy weather.,aeroplane,canyon,foggy,Two
374,Three aeroplanes in the canyon shrouded by fog.,aeroplane,canyon,foggy,Three
375,"

Aeroplanes in a canyon shrouded in fog.",aeroplane,canyon,foggy,Multiple
376,A single aeroplane in the canyon with windy weather.,aeroplane,canyon,windy,Single
377,Two aeroplanes in the canyon during windy weather.,aeroplane,canyon,windy,Two
378,Three aeroplanes in the canyon during windy weather.,aeroplane,canyon,windy,Three
379,"

Aeroplanes in a canyon during windy weather.",aeroplane,canyon,windy,Multiple
380,A single aeroplane in the canyon with clear weather.,aeroplane,canyon,clear,Single
381,Two aeroplanes in the canyon with clear weather.,aeroplane,canyon,clear,Two
382,Three aeroplanes in the canyon with clear weather.,aeroplane,canyon,clear,Three
383,"

Aeroplanes in a canyon with clear weather.",aeroplane,canyon,clear,Multiple
384,"

A single-engine aeroplane on a sunlit runway in an island setting.",aeroplane,island,sunny,Single
385,Two aeroplanes on an island with sunny weather.,aeroplane,island,sunny,Two
386,Three aeroplanes on an island with sunny weather.,aeroplane,island,sunny,Three
387,"

Aeroplane cluster on an island runway under sunny skies.",aeroplane,island,sunny,Multiple
388,"

A single-engine aeroplane on a rain-soaked runway amidst scattered clouds.",aeroplane,island,cloudy,Single
389,Two aeroplanes on an island with cloudy weather.,aeroplane,island,cloudy,Two
390,Three aeroplanes on an island with cloudy weather.,aeroplane,island,cloudy,Three
391,"

A cloudy island with six aeroplanes scattered on its runway.",aeroplane,island,cloudy,Multiple
392,"

A single aeroplane on a rain-soaked island runway.",aeroplane,island,rainy,Single
393,Two aeroplanes on an island in the rain.,aeroplane,island,rainy,Two
394,Three aeroplanes on a rain-soaked island.,aeroplane,island,rainy,Three
395,"

A rainy island with six aeroplanes scattered among the lush greenery.",aeroplane,island,rainy,Multiple
396,A single aeroplane on an island in stormy weather.,aeroplane,island,stormy,Single
397,Two aeroplanes on an island in stormy weather.,aeroplane,island,stormy,Two
398,Three aeroplanes on an island in stormy weather.,aeroplane,island,stormy,Three
399,"

Aeroplanes on an island in a stormy weather. Multiple of one.",aeroplane,island,stormy,Multiple
400,A single aeroplane on a snowy island.,aeroplane,island,snowy,Single
401,Two aeroplanes on an island with snowy weather.,aeroplane,island,snowy,Two
402,Three aeroplanes on a snow-covered island.,aeroplane,island,snowy,Three
403,"

Aeroplanes on an island with snowy weather.",aeroplane,island,snowy,Multiple
404,"

A single aeroplane on an island in foggy weather.",aeroplane,island,foggy,Single
405,"

Two aeroplanes on an island in foggy weather.",aeroplane,island,foggy,Two
406,Three aeroplanes on an island with foggy weather.,aeroplane,island,foggy,Three
407,"

Aeroplanes on an island in foggy weather.",aeroplane,island,foggy,Multiple
408,"

A single aeroplane on an island with windy weather.",aeroplane,island,windy,Single
409,Two aeroplanes on an island with windy weather.,aeroplane,island,windy,Two
410,Three aeroplanes on an island with windy weather.,aeroplane,island,windy,Three
411,"

Aeroplanes on an island with windy weather, scattered among the rocky terrain.",aeroplane,island,windy,Multiple
412,"

A single aeroplane on a secluded island with clear skies.",aeroplane,island,clear,Single
413,Two aeroplanes on an island with clear weather.,aeroplane,island,clear,Two
414,Three aeroplanes on an island with clear weather.,aeroplane,island,clear,Three
415,"

Aeroplane cluster on an island with clear weather.",aeroplane,island,clear,Multiple
416,A single aeroplane in the valley with sunny weather.,aeroplane,valley,sunny,Single
417,Two aeroplanes in the valley under sunny weather.,aeroplane,valley,sunny,Two
418,Three aeroplanes in the valley with sunny weather.,aeroplane,valley,sunny,Three
419,"

Aeroplanes in a sun-kissed valley, lined up in a row.",aeroplane,valley,sunny,Multiple
420,"

A single aeroplane in the valley amidst cloudy weather.",aeroplane,valley,cloudy,Single
421,Two aeroplanes in the valley with cloudy weather.,aeroplane,valley,cloudy,Two
422,Three aeroplanes in the valley amidst cloudy weather.,aeroplane,valley,cloudy,Three
423,"

Aeroplanes lined up in the valley, shrouded in cloudy weather.",aeroplane,valley,cloudy,Multiple
424,A single aeroplane in the valley amidst rainfall.,aeroplane,valley,rainy,Single
425,Two aeroplanes in a rainy valley.,aeroplane,valley,rainy,Two
426,Three aeroplanes in the rainy valley.,aeroplane,valley,rainy,Three
427,"

Aeroplanes in a valley during rainy weather.",aeroplane,valley,rainy,Multiple
428,A single aeroplane in the valley amidst stormy weather.,aeroplane,valley,stormy,Single
429,Two aeroplanes in the valley amidst stormy weather.,aeroplane,valley,stormy,Two
430,Three aeroplanes in the valley amidst stormy weather.,aeroplane,valley,stormy,Three
431,"

Aeroplanes in a valley amidst stormy weather.",aeroplane,valley,stormy,Multiple
432,"A single aeroplane in the valley, surrounded by snow-covered mountains.",aeroplane,valley,snowy,Single
433,Two aeroplanes in a snowy valley.,aeroplane,valley,snowy,Two
434,Three aeroplanes in the valley amidst snowy weather.,aeroplane,valley,snowy,Three
435,"

Aeroplanes lined up in a snowy valley, blanketed in white.",aeroplane,valley,snowy,Multiple
436,"A single aeroplane in the valley, shrouded by fog.",aeroplane,valley,foggy,Single
437,Two aeroplanes in the valley shrouded in fog.,aeroplane,valley,foggy,Two
438,Three aeroplanes in the foggy valley.,aeroplane,valley,foggy,Three
439,"

Aeroplanes in a valley shrouded in fog.",aeroplane,valley,foggy,Multiple
440,A single aeroplane in the valley with windy weather.,aeroplane,valley,windy,Single
441,Two aeroplanes in the valley amidst windy weather.,aeroplane,valley,windy,Two
442,Three aeroplanes in the valley amidst windy weather.,aeroplane,valley,windy,Three
443,"

Aeroplanes lined up in the valley with windy weather.",aeroplane,valley,windy,Multiple
444,"

A single aeroplane in the valley with clear weather.",aeroplane,valley,clear,Single
445,Two aeroplanes in the valley with clear weather.,aeroplane,valley,clear,Two
446,Three aeroplanes in the valley with clear weather.,aeroplane,valley,clear,Three
447,"

A clear valley with three aeroplanes parked on the grass.",aeroplane,valley,clear,Multiple
448,A single aeroplane on a grassy runway under a sunny sky.,aeroplane,plain,sunny,Single
449,Two aeroplanes in the open field under sunny weather.,aeroplane,plain,sunny,Two
450,Three aeroplanes in the open field under sunny weather.,aeroplane,plain,sunny,Three
451,"

A sunny plain dotted with three aeroplanes.",aeroplane,plain,sunny,Multiple
452,A single aeroplane on a grassy runway in the cloudy weather.,aeroplane,plain,cloudy,Single
453,Two aeroplanes in the plain under cloudy weather.,aeroplane,plain,cloudy,Two
454,Three aeroplanes in the plain under cloudy weather.,aeroplane,plain,cloudy,Three
455,"

A cloudy plain with six aeroplanes parked in a row.",aeroplane,plain,cloudy,Multiple
456,A single aeroplane on a rain-soaked runway.,aeroplane,plain,rainy,Single
457,Two aeroplanes in the plain under rainy weather.,aeroplane,plain,rainy,Two
458,Three aeroplanes in the rainy plain.,aeroplane,plain,rainy,Three
459,"

A rainy plain with six aeroplanes in various stages of disassembly.",aeroplane,plain,rainy,Multiple
460,A single aeroplane on the runway in a stormy weather.,aeroplane,plain,stormy,Single
461,Two aeroplanes in the open field during a stormy weather.,aeroplane,plain,stormy,Two
462,Three aeroplanes in the plain during a stormy weather.,aeroplane,plain,stormy,Three
463,"

Aeroplanes in a plain during a stormy weather. Multiple of one aeroplane.",aeroplane,plain,stormy,Multiple
464,A single aeroplane on a snowy runway.,aeroplane,plain,snowy,Single
465,Two aeroplanes in the snowy plain.,aeroplane,plain,snowy,Two
466,Three aeroplanes in the snowy plain.,aeroplane,plain,snowy,Three
467,"

Aeroplanes in a snowy plain.",aeroplane,plain,snowy,Multiple
468,A single aeroplane on a runway in the fog.,aeroplane,plain,foggy,Single
469,Two aeroplanes in the plain under foggy conditions.,aeroplane,plain,foggy,Two
470,Three aeroplanes in the foggy plain.,aeroplane,plain,foggy,Three
471,"

Aeroplane formation in the foggy plain.",aeroplane,plain,foggy,Multiple
472,A single aeroplane on a grassy runway in a windy condition.,aeroplane,plain,windy,Single
473,Two aeroplanes in the open field under windy conditions.,aeroplane,plain,windy,Two
474,Three aeroplanes in the open field under windy conditions.,aeroplane,plain,windy,Three
475,"

Aeroplanes in a plain under windy weather.",aeroplane,plain,windy,Multiple
476,A single aeroplane on a grassy runway with clear weather.,aeroplane,plain,clear,Single
477,Two aeroplanes in the plain with clear weather.,aeroplane,plain,clear,Two
478,Three aeroplanes in the plain with clear weather.,aeroplane,plain,clear,Three
479,"

Clear sky above, a lone aeroplane in the vast expanse of the plain. Two more aeroplanes join it, forming a neat line against the horizon.",aeroplane,plain,clear,Multiple
480,"

A single aeroplane on a sunny runway.",aeroplane,normal,sunny,Single
481,"Two aeroplanes in the sky, sunny weather.",aeroplane,normal,sunny,Two
482,Three aeroplanes in a sunny sky.,aeroplane,normal,sunny,Three
483,"

Five aeroplanes in a clear, sunny sky.",aeroplane,normal,sunny,Multiple
484,"

A single aeroplane in cloudy weather.",aeroplane,normal,cloudy,Single
485,"

Two aeroplanes in the cloudy sky.",aeroplane,normal,cloudy,Two
486,Three aeroplanes in a cloudy sky.,aeroplane,normal,cloudy,Three
487,"

Cloudy sky with six aeroplanes in formation.",aeroplane,normal,cloudy,Multiple
488,A single aeroplane in a rainy runway.,aeroplane,normal,rainy,Single
489,Two aeroplanes in the rain.,aeroplane,normal,rainy,Two
490,Three aeroplanes in a rainy sky.,aeroplane,normal,rainy,Three
491,"

A rainy runway, lined with six aeroplanes, their wings glistening with droplets.",aeroplane,normal,rainy,Multiple
492,A single aeroplane in a stormy sky.,aeroplane,normal,stormy,Single
493,Two aeroplanes in a stormy sky.,aeroplane,normal,stormy,Two
494,Three aeroplanes in a stormy sky.,aeroplane,normal,stormy,Three
495,"

Aeroplanes on a runway in a stormy weather.
Aeroplane silhouettes against the stormy sky.
Several aeroplanes parked at the airport during a storm.
Aer",aeroplane,normal,stormy,Multiple
496,A single aeroplane on a snowy runway.,aeroplane,normal,snowy,Single
497,Two aeroplanes in a snowy landscape.,aeroplane,normal,snowy,Two
498,Three aeroplanes in a snowy landscape.,aeroplane,normal,snowy,Three
499,"

Aeroplanes on a runway in a snowstorm, engines idling.

Aeroplane in a snowy forest clearing, wings coated in frost.

Several aeroplanes parked",aeroplane,normal,snowy,Multiple
500,"

A single aeroplane in foggy conditions.",aeroplane,normal,foggy,Single
